Subject	SelectionOrderAtt	ImId	correctVariant(s)	FixationFrequencyPerChoiceInterval	FixationStart	TimeToFirstSelectionAtt
01-129-P OBI	1	4	correct	"17,-1,"	"1496.77,1501.7,1506.37,1510.03,1512.1,1512.3,1513.97,1515.97,1519.1,1521.2,1522.87,1524.7,1526.5,1527.37,1527.67,1531.37,1531.8,"	65.5334
01-129-P OBI	0	5	incorrect	"-1,-1,"	-1	-1
01-129-P OBI	0	6	incorrect	"8,-1,"	"1485.03,1485.23,1485.7,1486.9,1488.53,1533.57,1538.27,1538.6,"	-1
01-129-P OBI	0	7	incorrect	"16,-1,"	"1489.73,1490,1490.63,1493.17,1495.47,1499.33,1501.97,1510.4,1516.4,1518.63,1518.8,1520.73,1520.93,1522.27,1523.53,1526.8,"	-1
01-129-P OBI	0	1	MasterImage	"21,-1,"	"1541.33,1541.5,1542.8,1543.33,1545.4,1549.67,1551.87,1553.7,1553.9,1555.93,1558.17,1558.33,1560.37,1561.37,1564.1,1568.4,1571.93,1574.83,1577.03,1580.9,1583.1,"	-1
01-129-P OBI	1	2	correct	"13,-1,"	"1544.6,1546.4,1546.6,1563.03,1565.5,1567.63,1568.03,1569.4,1572.97,1576.1,1579.73,1581.73,1583.93,"	46.5666
01-129-P OBI	0	3	incorrect	"7,-1,"	"1542.13,1544.23,1546.83,1559,1559.4,1561.77,1564.83,"	-1
01-129-P OBI	0	4	incorrect	"4,-1,"	"1548.57,1549,1550.97,1552.43,"	-1
01-129-P OBI	0	5	incorrect	"12,-1,"	"1547.57,1566.33,1570.1,1572.57,1572.73,1574.03,1575.53,1577.9,1578.77,1579.37,1579.53,1584.47,"	-1
01-129-P OBI	0	6	incorrect	"4,-1,"	"1547.23,1554.63,1557.07,1559.17,"	-1
01-129-P OBI	0	7	incorrect	"1,-1,"	"1552.93,"	-1
01-129-P OBI	0	1	MasterImage	"30,-1,"	"1588.07,1588.4,1589.6,1597.83,1599.73,1601.63,1601.87,1603.33,1603.57,1606.1,1608.5,1608.67,1611.03,1611.23,1615.9,1619.43,1621.37,1623.47,1626.6,1628.87,1629.97,1641.33,1642.1,1647.43,1648.57,1648.83,1652.43,1652.93,1654.27,1654.53,"	-1
01-129-P OBI	0	2	incorrect	"3,-1,"	"1588.97,1615.23,1616.4,"	-1
01-129-P OBI	0	3	incorrect	"17,-1,"	"1595.77,1596.63,1598.27,1611.57,1614.53,1617.67,1618.2,1620.03,1622.5,1626.43,1627.7,1629.43,1630.37,1630.57,1641.03,1646.4,1657.97,"	-1
01-129-P OBI	0	4	incorrect	"9,-1,"	"1596.93,1597.6,1598.63,1613.47,1613.7,1614.17,1614.33,1617.87,1662.33,"	-1
01-129-P OBI	0	5	incorrect	"-1,-1,"	-1	-1
01-129-P OBI	1	6	correct	"24,-1,"	"1604,1604.53,1605.3,1607.13,1607.57,1609.4,1620.73,1624.3,1625.57,1628.4,1630.93,1633.37,1635.7,1637.87,1638.67,1640.47,1649.4,1652,1652.17,1653.23,1655.2,1655.37,1656.4,1657.6,"	76.0666
01-129-P OBI	0	7	incorrect	"19,-1,"	"1598.97,1599.17,1600.27,1600.63,1601.23,1602.37,1606.67,1612.07,1621.97,1631.2,1631.63,1634.87,1636.9,1639.8,1649.8,1653.63,1655.7,1657.03,1662.7,"	-1
01-130-P OBI	0	1	MasterImage	"4,-1,"	"853.367,853.667,856.067,856.333,"	-1
01-130-P OBI	0	2	incorrect	"-1,-1,"	-1	-1
01-130-P OBI	0	3	incorrect	"1,-1,"	"854.6,"	-1
01-130-P OBI	0	4	incorrect	"-1,-1,"	-1	-1
01-130-P OBI	0	5	incorrect	"1,-1,"	"855.7,"	-1
01-130-P OBI	0	6	incorrect	"2,-1,"	"852.4,852.967,"	-1
01-130-P OBI	1	7	correct	"3,1,"	"854.933,855.4,856.8,858.4,"	5.8
01-130-P OBI	0	1	MasterImage	"2,-1,"	"859.9,862.033,"	-1
01-130-P OBI	0	2	incorrect	"-1,-1,"	-1	-1
01-130-P OBI	1	3	correct	"4,-1,"	"859.667,860.367,862.5,863.667,"	6.23334
01-130-P OBI	0	4	incorrect	"-1,-1,"	-1	-1
01-130-P OBI	0	5	incorrect	"2,-1,"	"863.933,865.333,"	-1
01-130-P OBI	0	6	incorrect	"1,-1,"	"861.467,"	-1
01-130-P OBI	0	7	incorrect	"1,-1,"	"859.233,"	-1
01-130-P OBI	0	1	MasterImage	"4,2,1,"	"867.167,868.633,869.433,870.1,874.967,875.433,878.867,"	-1
01-130-P OBI	0	2	incorrect	"1,-1,-1,"	"868.1,"	-1
01-130-P OBI	0	3	incorrect	"2,-1,-1,"	"866.467,867.767,"	-1
01-130-P OBI	1	4	incorrect	"4,-1,-1,"	"868.933,869.733,870.467,870.633,"	6.4
01-130-P OBI	0	5	incorrect	"-1,-1,-1,"	-1	-1
01-130-P OBI	0	6	incorrect	"4,3,-1,"	"870.867,871.133,871.467,871.633,874.267,874.533,874.767,"	-1
01-130-P OBI	2	7	correct	"-1,5,-1,"	"873.4,875.667,876.3,876.5,876.733,"	-1
01-130-P OBI	0	1	MasterImage	"10,4,-1,"	"879.167,879.6,879.9,881.167,881.333,883.3,884.433,886.133,888.267,888.6,894.267,896.1,897.267,901.933,"	-1
01-130-P OBI	0	2	incorrect	"-1,4,-1,"	"895.4,896.733,898.1,898.267,"	-1
01-130-P OBI	0	3	incorrect	"-1,-1,1,"	"905.533,"	-1
01-130-P OBI	2	4	correct	"7,3,-1,"	"880.333,881.833,882.067,883.833,884.033,884.2,885.1,900.167,900.967,901.233,"	-1
01-130-P OBI	0	5	incorrect	"-1,1,-1,"	"893.5,"	-1
01-130-P OBI	1	6	incorrect	"5,5,-1,"	"887.467,888.967,889.167,889.667,889.967,892.833,893.033,898.733,902.633,902.933,"	13.0333
01-130-P OBI	0	7	incorrect	"5,1,-1,"	"882.367,882.667,885.5,886.8,890.167,899.2,"	-1
01-130-P OBI	0	1	MasterImage	"7,3,-1,"	"906.467,908.6,909.867,911.133,912.833,913.167,914.067,917.367,918.767,923.333,"	-1
01-130-P OBI	0	2	incorrect	"-1,2,-1,"	"922.033,923.1,"	-1
01-130-P OBI	1	3	incorrect	"5,1,-1,"	"907.6,909.233,910.467,912.133,913.467,918.133,"	10
01-130-P OBI	0	4	incorrect	"-1,1,-1,"	"919.4,"	-1
01-130-P OBI	2	5	correct	"1,4,-1,"	"914.467,921.267,924.6,925.4,925.633,"	-1
01-130-P OBI	0	6	incorrect	"1,6,1,"	"905.967,916.567,920.433,924.067,926,926.367,928.167,928.933,"	-1
01-130-P OBI	0	7	incorrect	"-1,1,-1,"	"919.933,"	-1
01-130-P OBI	0	1	MasterImage	"6,6,1,"	"929.967,931.267,931.667,932.6,934.4,936.267,940.333,940.6,941.433,942.933,943.1,943.333,946.7,"	-1
01-130-P OBI	2	2	correct	"-1,5,-1,"	"941.8,942.3,942.633,943.567,943.933,"	-1
01-130-P OBI	0	3	incorrect	"-1,-1,-1,"	-1	-1
01-130-P OBI	1	4	incorrect	"6,-1,-1,"	"933.1,933.833,934.9,935.1,935.4,935.9,"	8.83333
01-130-P OBI	0	5	incorrect	"-1,8,-1,"	"939.267,939.667,940.133,940.9,944.267,945.233,945.433,945.633,"	-1
01-130-P OBI	0	6	incorrect	"6,-1,-1,"	"929.433,929.7,930.633,930.933,931.967,936.733,"	-1
01-130-P OBI	0	7	incorrect	"1,-1,-1,"	"933.5,"	-1
01-130-P OBI	0	1	MasterImage	"-1,-1,"	-1	-1
01-130-P OBI	0	2	incorrect	"1,-1,"	"955.867,"	-1
01-130-P OBI	1	3	correct	"4,1,"	"955.233,957.833,962.8,963.733,966.9,"	19.1667
01-130-P OBI	0	4	incorrect	"2,-1,"	"960.933,961.2,"	-1
01-130-P OBI	0	5	incorrect	"7,-1,"	"947.2,958.433,958.633,958.8,964.2,964.367,965.567,"	-1
01-130-P OBI	0	6	incorrect	"7,-1,"	"947.667,947.9,948.167,954.867,959.267,960.633,965.367,"	-1
01-130-P OBI	0	7	incorrect	"2,-1,"	"959.667,960.3,"	-1
01-130-P OBI	0	1	MasterImage	"6,-1,"	"967.867,969.333,969.5,971,973.333,974.5,"	-1
01-130-P OBI	0	2	incorrect	"1,-1,"	"970.633,"	-1
01-130-P OBI	0	3	incorrect	"6,-1,"	"967.167,968.533,969.033,970,971.367,973.867,"	-1
01-130-P OBI	0	4	incorrect	"1,-1,"	"972.433,"	-1
01-130-P OBI	0	5	incorrect	"-1,-1,"	-1	-1
01-130-P OBI	0	6	incorrect	"1,-1,"	"971.8,"	-1
01-130-P OBI	1	7	correct	"7,-1,"	"972.133,972.967,974.233,974.867,975.2,975.433,976.533,"	9.76666
01-130-P OBI	0	1	MasterImage	"8,5,-1,"	"978.367,978.6,981.1,982.067,983.2,984.633,985.067,986.233,990.833,991.6,992.9,996.333,997.567,"	-1
01-130-P OBI	0	2	incorrect	"-1,2,-1,"	"988.767,988.933,"	-1
01-130-P OBI	1	3	incorrect	"9,5,-1,"	"978.067,978.933,979.333,979.533,981.533,982.533,983.967,985.533,985.967,991.233,992.167,996.167,996.8,998.033,"	10.3333
01-130-P OBI	0	4	incorrect	"-1,-1,1,"	"1001.77,"	-1
01-130-P OBI	2	5	correct	"3,10,-1,"	"986.467,986.767,986.967,989.567,989.833,990,990.3,993.7,993.867,998.467,998.633,999.1,999.333,"	-1
01-130-P OBI	0	6	incorrect	"2,1,-1,"	"980.033,980.7,999.7,"	-1
01-130-P OBI	0	7	incorrect	"-1,4,-1,"	"994.733,995,995.167,995.567,"	-1
01-130-P OBI	0	1	MasterImage	"12,8,-1,"	"1002.87,1003.07,1004.23,1005.1,1007.07,1008.37,1010.03,1010.3,1011.33,1011.73,1014.27,1015.93,1021.67,1022.37,1023.47,1023.87,1025.87,1027.43,1028.33,1029.8,"	-1
01-130-P OBI	2	2	correct	"-1,6,1,"	"1020.63,1020.83,1024.17,1024.33,1030.1,1030.3,1033.63,"	-1
01-130-P OBI	1	3	incorrect	"11,5,-1,"	"1002.57,1003.3,1004.73,1005.87,1006.63,1007.83,1009.13,1010.77,1015.37,1016.7,1017.07,1026.27,1027.87,1029.27,1029.43,1029.6,"	17.7334
01-130-P OBI	0	4	incorrect	"1,-1,-1,"	"1009.6,"	-1
01-130-P OBI	0	5	incorrect	"6,4,-1,"	"1017.43,1017.6,1017.9,1018.47,1018.67,1018.93,1030.5,1030.9,1031.3,1032.4,"	-1
01-130-P OBI	0	6	incorrect	"4,-1,-1,"	"1002.33,1012.63,1013.2,1014.9,"	-1
01-130-P OBI	0	7	incorrect	"1,-1,-1,"	"1012.13,"	-1
01-130-P OBI	0	1	MasterImage	"14,4,-1,"	"1034.6,1035.73,1035.93,1037.4,1039.03,1039.97,1040.43,1041.37,1041.83,1044.67,1045.87,1046.5,1047.13,1047.53,1055.17,1056.53,1057.17,1060.63,"	-1
01-130-P OBI	0	2	incorrect	"4,-1,-1,"	"1033.83,1035.03,1036.37,1036.73,"	-1
01-130-P OBI	1	3	incorrect	"8,4,-1,"	"1038.03,1039.43,1040.73,1042.2,1042.97,1043.77,1044.13,1045.13,1051.27,1052.17,1054.53,1056.83,"	16.4667
01-130-P OBI	0	4	incorrect	"-1,5,-1,"	"1051.47,1051.73,1053.5,1055.73,1056.07,"	-1
01-130-P OBI	0	5	incorrect	"3,-1,-1,"	"1047.9,1048.1,1049.03,"	-1
01-130-P OBI	2	6	correct	"2,6,-1,"	"1042.7,1043.23,1052.6,1054.87,1057.8,1059.53,1061.33,1061.7,"	-1
01-130-P OBI	0	7	incorrect	"-1,2,-1,"	"1062.07,1063.37,"	-1
01-130-P OBI	0	1	MasterImage	"5,-1,-1,"	"1066.1,1066.33,1066.6,1067.93,1068.8,"	-1
01-130-P OBI	0	2	incorrect	"-1,2,-1,"	"1097.73,1098.1,"	-1
01-130-P OBI	2	3	correct	"1,1,-1,"	"1065.8,1098.53,"	-1
01-130-P OBI	0	4	incorrect	"-1,-1,-1,"	-1	-1
01-130-P OBI	1	5	incorrect	"-1,3,-1,"	"1097.27,1099,1099.33,"	30.9333
01-130-P OBI	0	6	incorrect	"1,-1,1,"	"1095.6,1101.27,"	-1
01-130-P OBI	0	7	incorrect	"1,-1,-1,"	"1065.5,"	-1
01-130-P OBI	0	1	MasterImage	"-1,-1,-1,-1,"	-1	-1
01-130-P OBI	0	2	incorrect	"2,-1,-1,-1,"	"1103.37,1103.53,"	-1
01-130-P OBI	1	3	incorrect	"3,-1,-1,-1,"	"1105.3,1105.97,1110.6,"	11.4333
01-130-P OBI	2	4	incorrect	"-1,2,1,-1,"	"1114.57,1115.23,1118.63,"	-1
01-130-P OBI	0	5	incorrect	"2,-1,-1,-1,"	"1103.8,1111.37,"	-1
01-130-P OBI	0	6	incorrect	"5,2,-1,1,"	"1101.5,1104.93,1105.5,1107.43,1107.77,1116.1,1117.67,1123.47,"	-1
01-130-P OBI	3	7	correct	"-1,1,4,-1,"	"1113.67,1118.97,1120.43,1120.93,1121.27,"	-1
01-130-P OBI	0	1	MasterImage	"-1,-1,"	-1	-1
01-130-P OBI	0	2	incorrect	"-1,-1,"	-1	-1
01-130-P OBI	0	3	incorrect	"-1,-1,"	-1	-1
01-130-P OBI	1	4	correct	"1,-1,"	"1129.7,"	8.9
01-130-P OBI	0	5	incorrect	"-1,-1,"	-1	-1
01-130-P OBI	0	6	incorrect	"3,-1,"	"1123.77,1131.17,1131.33,"	-1
01-130-P OBI	0	7	incorrect	"1,-1,"	"1128.3,"	-1
01-130-P OBI	0	1	MasterImage	"-1,-1,-1,"	-1	-1
01-130-P OBI	1	2	incorrect	"1,-1,-1,"	"1146.87,"	24.0333
01-130-P OBI	0	3	incorrect	"1,-1,-1,"	"1142,"	-1
01-130-P OBI	0	4	incorrect	"-1,-1,-1,"	-1	-1
01-130-P OBI	2	5	correct	"7,6,-1,"	"1143.57,1144.57,1146.07,1146.37,1154.4,1155.07,1156.2,1158.2,1158.43,1158.8,1159.63,1161.07,1161.23,"	-1
01-130-P OBI	0	6	incorrect	"10,2,-1,"	"1140.9,1141.1,1141.4,1142.3,1145.7,1148.13,1148.6,1148.8,1149.63,1149.8,1161.53,1161.83,"	-1
01-130-P OBI	0	7	incorrect	"2,-1,-1,"	"1139.2,1139.77,"	-1
01-130-P OBI	0	1	MasterImage	"-1,-1,"	-1	-1
01-130-P OBI	1	2	correct	"-1,-1,"	-1	14.2666
01-130-P OBI	0	3	incorrect	"-1,-1,"	-1	-1
01-130-P OBI	0	4	incorrect	"-1,-1,"	-1	-1
01-130-P OBI	0	5	incorrect	"1,-1,"	"1177.53,"	-1
01-130-P OBI	0	6	incorrect	"-1,-1,"	-1	-1
01-130-P OBI	0	7	incorrect	"-1,-1,"	-1	-1
01-130-P OBI	0	1	MasterImage	"-1,-1,-1,"	-1	-1
01-130-P OBI	0	2	incorrect	"-1,-1,-1,"	-1	-1
01-130-P OBI	0	3	incorrect	"-1,-1,-1,"	-1	-1
01-130-P OBI	0	4	incorrect	"-1,-1,-1,"	-1	-1
01-130-P OBI	1	5	incorrect	"-1,-1,-1,"	-1	16.2666
01-130-P OBI	2	6	correct	"2,-1,-1,"	"1194.2,1194.4,"	-1
01-130-P OBI	0	7	incorrect	"-1,3,-1,"	"1203.73,1204.87,1205.07,"	-1
01-130-P OBI	0	1	MasterImage	"-1,-1,-1,"	-1	-1
01-130-P OBI	0	2	incorrect	"-1,-1,-1,"	-1	-1
01-130-P OBI	0	3	incorrect	"-1,-1,-1,"	-1	-1
01-130-P OBI	0	4	incorrect	"-1,-1,-1,"	-1	-1
01-130-P OBI	1	5	incorrect	"-1,-1,-1,"	-1	13.0667
01-130-P OBI	0	6	incorrect	"2,-1,-1,"	"1217.87,1218.07,"	-1
01-130-P OBI	2	7	correct	"-1,2,-1,"	"1242,1243.2,"	-1
01-130-P OBI	0	1	MasterImage	"-1,-1,"	-1	-1
01-130-P OBI	0	2	incorrect	"-1,-1,"	-1	-1
01-130-P OBI	0	3	incorrect	"-1,-1,"	-1	-1
01-130-P OBI	1	4	correct	"-1,-1,"	-1	30.0333
01-130-P OBI	0	5	incorrect	"-1,-1,"	-1	-1
01-130-P OBI	0	6	incorrect	"1,-1,"	"1272.43,"	-1
01-130-P OBI	0	7	incorrect	"-1,-1,"	-1	-1
01-130-P OBI	0	1	MasterImage	"-1,-1,-1,"	-1	-1
01-130-P OBI	2	2	correct	"-1,-1,1,"	"1307.4,"	-1
01-130-P OBI	1	3	incorrect	"-1,-1,-1,"	-1	28.2333
01-130-P OBI	0	4	incorrect	"-1,-1,-1,"	-1	-1
01-130-P OBI	0	5	incorrect	"1,4,-1,"	"1302.2,1304.33,1304.87,1305.03,1305.3,"	-1
01-130-P OBI	0	6	incorrect	"-1,-1,-1,"	-1	-1
01-130-P OBI	0	7	incorrect	"-1,-1,-1,"	-1	-1
01-130-P OBI	0	1	MasterImage	"6,6,-1,"	"1308.4,1308.63,1310.8,1312.4,1315.13,1316.9,1321.13,1321.33,1321.77,1323.8,1323.97,1326.07,"	-1
01-130-P OBI	0	2	incorrect	"1,-1,-1,"	"1310.03,"	-1
01-130-P OBI	0	3	incorrect	"5,1,-1,"	"1307.8,1309.7,1311.27,1312.17,1312.8,1326.7,"	-1
01-130-P OBI	0	4	incorrect	"3,-1,-1,"	"1313.23,1314.3,1314.83,"	-1
01-130-P OBI	0	5	incorrect	"-1,-1,-1,"	-1	-1
01-130-P OBI	2	6	correct	"-1,5,1,"	"1322.33,1322.63,1325.43,1326.47,1327.37,1330.3,"	-1
01-130-P OBI	1	7	incorrect	"4,3,1,"	"1315.8,1315.97,1317.57,1317.9,1320.37,1324.5,1327.97,1330.07,"	11.7
01-131-P OBI	0	1	MasterImage	"4,-1,"	"1420.6,1421.1,1422.53,1422.93,"	-1
01-131-P OBI	0	2	incorrect	"1,-1,"	"1421.33,"	-1
01-131-P OBI	0	3	incorrect	"1,-1,"	"1420.13,"	-1
01-131-P OBI	0	4	incorrect	"-1,-1,"	-1	-1
01-131-P OBI	0	5	incorrect	"1,-1,"	"1421.63,"	-1
01-131-P OBI	0	6	incorrect	"-1,-1,"	-1	-1
01-131-P OBI	1	7	correct	"5,-1,"	"1421.87,1423.13,1423.47,1423.63,1423.9,"	5.2334
01-131-P OBI	0	1	MasterImage	"1,-1,"	"1426.93,"	-1
01-131-P OBI	0	2	incorrect	"-1,-1,"	-1	-1
01-131-P OBI	1	3	correct	"1,-1,"	"1427.53,"	4.8333
01-131-P OBI	0	4	incorrect	"-1,-1,"	-1	-1
01-131-P OBI	0	5	incorrect	"4,-1,"	"1428.77,1430.03,1430.27,1430.53,"	-1
01-131-P OBI	0	6	incorrect	"1,-1,"	"1428.6,"	-1
01-131-P OBI	0	7	incorrect	"1,-1,"	"1426.43,"	-1
01-131-P OBI	0	1	MasterImage	"2,-1,"	"1432.6,1434.5,"	-1
01-131-P OBI	0	2	incorrect	"-1,-1,"	-1	-1
01-131-P OBI	0	3	incorrect	"-1,-1,"	-1	-1
01-131-P OBI	0	4	incorrect	"2,-1,"	"1433.2,1433.43,"	-1
01-131-P OBI	0	5	incorrect	"1,-1,"	"1432.23,"	-1
01-131-P OBI	0	6	incorrect	"1,-1,"	"1435.7,"	-1
01-131-P OBI	1	7	correct	"5,-1,"	"1433.73,1435.1,1435.47,1435.87,1436.3,"	5.5667
01-131-P OBI	0	1	MasterImage	"9,3,-1,-1,"	"1439,1440.3,1440.5,1442.43,1443.97,1445.1,1446.63,1447.93,1448.1,1454.03,1455.3,1456.53,"	-1
01-131-P OBI	0	2	incorrect	"1,1,1,-1,"	"1448.43,1457.47,1460.67,"	-1
01-131-P OBI	2	3	incorrect	"3,5,-1,-1,"	"1440.9,1441.07,1448.87,1453.57,1454.67,1455.9,1456.07,1457.97,"	-1
01-131-P OBI	3	4	correct	"3,1,3,-1,"	"1439.47,1439.63,1449.13,1453.4,1462.37,1463.37,1464.03,"	-1
01-131-P OBI	1	5	incorrect	"12,1,-1,-1,"	"1441.7,1443.17,1444.53,1444.7,1445.97,1446.13,1447.33,1449.57,1449.77,1450.13,1450.5,1450.87,1458.43,"	14.1334
01-131-P OBI	0	6	incorrect	"4,-1,3,2,"	"1441.37,1451.13,1452.2,1452.47,1461.83,1462,1464.63,1467.37,1467.73,"	-1
01-131-P OBI	0	7	incorrect	"-1,-1,-1,-1,"	-1	-1
01-131-P OBI	0	1	MasterImage	"11,8,3,-1,"	"1468.03,1468.27,1469.23,1470.47,1472.93,1476.07,1477.83,1478,1478.53,1479.17,1480.43,1486.33,1487.67,1487.83,1489.93,1494.37,1496.83,1498.7,1501.73,1508.87,1509.63,1511.13,"	-1
01-131-P OBI	2	2	incorrect	"-1,9,1,-1,"	"1491.53,1492.53,1492.73,1493.7,1495.43,1497.6,1499.93,1502.77,1503.07,1510.03,"	-1
01-131-P OBI	1	3	incorrect	"10,2,-1,-1,"	"1469.63,1471.73,1474.2,1475.47,1477.2,1479.53,1479.9,1480.97,1482.53,1482.7,1491.83,1492.07,"	16.8333
01-131-P OBI	0	4	incorrect	"1,-1,-1,-1,"	"1481.53,"	-1
01-131-P OBI	3	5	correct	"4,2,9,-1,"	"1482.97,1483.33,1483.63,1484.1,1491.07,1503.3,1505.3,1506.57,1507.23,1507.5,1507.87,1510.5,1511.9,1512.07,1512.93,"	-1
01-131-P OBI	0	6	incorrect	"-1,7,2,1,"	"1485.2,1485.53,1485.83,1487,1487.27,1488.6,1488.8,1513.2,1513.47,1515.6,"	-1
01-131-P OBI	0	7	incorrect	"-1,-1,-1,-1,"	-1	-1
01-131-P OBI	0	1	MasterImage	"17,-1,"	"1516.37,1517.6,1518.07,1519.47,1521.17,1522.83,1523.63,1524.97,1525.93,1527.83,1529,1529.2,1529.5,1530.33,1530.57,1530.97,1531.47,"	-1
01-131-P OBI	1	2	correct	"14,-1,"	"1517.07,1518.57,1522.3,1523.4,1524.13,1525.23,1527.07,1528.53,1528.73,1529.83,1531.7,1531.87,1532.13,1532.67,"	18.6333
01-131-P OBI	0	3	incorrect	"4,-1,"	"1516.2,1520.07,1520.57,1521.67,"	-1
01-131-P OBI	0	4	incorrect	"-1,-1,"	-1	-1
01-131-P OBI	0	5	incorrect	"1,-1,"	"1533.03,"	-1
01-131-P OBI	0	6	incorrect	"1,-1,"	"1515.87,"	-1
01-131-P OBI	0	7	incorrect	"-1,-1,"	-1	-1
01-131-P OBI	0	1	MasterImage	"10,-1,"	"1535.57,1538.47,1541.43,1542.47,1542.7,1546.5,1548.4,1549.43,1549.6,1549.77,"	-1
01-131-P OBI	0	2	incorrect	"2,-1,"	"1537.63,1539.33,"	-1
01-131-P OBI	1	3	correct	"6,-1,"	"1539.67,1541.2,1541.93,1542.93,1544.7,1547.43,"	16.1667
01-131-P OBI	0	4	incorrect	"1,-1,"	"1543.83,"	-1
01-131-P OBI	0	5	incorrect	"2,-1,"	"1547.73,1550,"	-1
01-131-P OBI	0	6	incorrect	"3,1,"	"1545.13,1545.93,1547.23,1552.37,"	-1
01-131-P OBI	0	7	incorrect	"2,-1,"	"1543.4,1548.93,"	-1
01-131-P OBI	0	1	MasterImage	"6,-1,"	"1553,1556.07,1559.7,1560.27,1561.33,1562.83,"	-1
01-131-P OBI	0	2	incorrect	"-1,-1,"	-1	-1
01-131-P OBI	0	3	incorrect	"4,-1,"	"1552.77,1555.07,1557,1559.37,"	-1
01-131-P OBI	0	4	incorrect	"-1,1,"	"1567.53,"	-1
01-131-P OBI	0	5	incorrect	"3,-1,"	"1561.77,1562.1,1562.43,"	-1
01-131-P OBI	0	6	incorrect	"4,-1,"	"1557.4,1558.13,1559,1560.6,"	-1
01-131-P OBI	1	7	correct	"5,-1,"	"1563.77,1565.17,1565.4,1566.63,1566.83,"	14.4333
01-131-P OBI	0	1	MasterImage	"11,-1,"	"1568.5,1569.43,1570.8,1571.23,1575.8,1577.27,1580.2,1581.33,1581.97,1582.9,1584.4,"	-1
01-131-P OBI	0	2	incorrect	"1,-1,"	"1570.37,"	-1
01-131-P OBI	0	3	incorrect	"11,-1,"	"1569.6,1574.37,1575.37,1576.43,1578.23,1580.57,1582.43,1583.5,1584.1,1585.27,1585.47,"	-1
01-131-P OBI	0	4	incorrect	"2,1,"	"1569.97,1579.33,1591.2,"	-1
01-131-P OBI	1	5	correct	"6,-1,"	"1584.6,1585.03,1586.33,1586.63,1587.3,1587.97,"	22.6667
01-131-P OBI	0	6	incorrect	"4,-1,"	"1573.5,1574.03,1588.3,1588.6,"	-1
01-131-P OBI	0	7	incorrect	"1,-1,"	"1578.73,"	-1
01-131-P OBI	0	1	MasterImage	"10,7,-1,"	"1591.87,1592.13,1593.57,1594.8,1595.23,1597.8,1598.67,1599.63,1600.93,1601.1,1606.33,1607.47,1609.53,1612.3,1615.53,1620.6,1620.83,"	-1
01-131-P OBI	2	2	correct	"1,5,-1,"	"1602.1,1617.8,1618.53,1618.93,1619.5,1622.1,"	-1
01-131-P OBI	1	3	incorrect	"11,6,1,"	"1592.9,1593.2,1593.37,1594.2,1595.73,1599.03,1599.2,1600.27,1601.5,1602.3,1602.6,1605.13,1605.63,1605.83,1606.83,1608.13,1608.9,1624.87,"	12.9
01-131-P OBI	0	4	incorrect	"2,1,-1,"	"1596.7,1596.93,1611.83,"	-1
01-131-P OBI	0	5	incorrect	"2,10,-1,"	"1602.97,1603.3,1613.2,1613.6,1614.07,1616.43,1616.6,1617.43,1617.6,1621.47,1621.63,1622.63,"	-1
01-131-P OBI	0	6	incorrect	"-1,6,-1,"	"1605.37,1608.5,1610.37,1610.6,1612.87,1614.83,"	-1
01-131-P OBI	0	7	incorrect	"-1,1,-1,"	"1610.9,"	-1
01-131-P OBI	0	1	MasterImage	"14,16,-1,"	"1625.5,1625.7,1625.9,1626.17,1626.93,1628.1,1630.67,1631.33,1636.37,1638.6,1642.17,1642.67,1644.53,1646.57,1653.17,1653.57,1657.4,1657.57,1659.37,1663.77,1665.6,1666.8,1668.7,1668.9,1672.13,1673.57,1676.67,1678.17,1678.87,1682.3,"	-1
01-131-P OBI	0	2	incorrect	"5,11,-1,"	"1627.3,1627.77,1629.93,1636.9,1637.33,1650.87,1651.07,1651.7,1654.53,1671.13,1674.23,1674.43,1675.43,1675.8,1677.23,1677.7,"	-1
01-131-P OBI	0	3	incorrect	"5,10,-1,"	"1625.2,1628.63,1628.87,1631.6,1639.43,1661.03,1663.27,1670.33,1670.6,1670.77,1671.4,1672.63,1678.63,1680.2,1684.13,"	-1
01-131-P OBI	0	4	incorrect	"1,7,-1,"	"1641.2,1661.33,1662.3,1664.5,1666.17,1667.4,1667.6,1684.73,"	-1
01-131-P OBI	0	5	incorrect	"4,8,-1,"	"1629.6,1632.03,1632.23,1634.17,1650.3,1652.13,1654.7,1658.27,1660.33,1679.1,1681.33,1683,"	-1
01-131-P OBI	2	6	correct	"8,8,1,"	"1632.83,1633.47,1635.77,1638.03,1639.87,1643.57,1644.03,1645.9,1650.1,1670.1,1680.6,1683.57,1683.83,1685.5,1686.2,1687.17,1689.9,"	-1
01-131-P OBI	1	7	incorrect	"5,4,-1,"	"1640.2,1640.87,1645.23,1647.17,1647.87,1669.47,1669.67,1685.93,1687.83,"	24.2
01-131-P OBI	0	1	MasterImage	"35,-1,"	"1690.47,1690.63,1691.27,1692.6,1692.77,1695.83,1697.6,1700.2,1700.57,1701.9,1702.67,1703.87,1704.03,1709.6,1713.87,1715.87,1717.23,1718,1719.27,1720.9,1722.73,1724.93,1725.1,1725.27,1726.07,1726.33,1728.27,1728.67,1729.7,1731.57,1732.33,1733.7,1734.03,1734.77,1735.83,"	-1
